3.016550101,2.969178632,2.908893744,16.11105308,7.733257399,4.63509971,8.719294292,5.664392459,Healthy
3.068897915,3.009106465,3.024513582,15.94815018,7.451951317,4.556146548,7.982410557,5.711761164,Healthy
3.019030614,2.95806376,2.884227453,15.83494512,7.665176601,4.719056027,8.432927613,5.312349553,Healthy
3.088496802,3.026040302,2.946197919,15.77025463,7.433810078,4.630914744,8.156804061,5.993392527,Healthy
2.995293679,2.912485696,2.913977102,15.71431025,7.572244986,4.58191097,8.563551401,5.570384491,Healthy
2.997057713,2.945103371,2.930952887,16.1486843,7.493672192,4.799227134,8.374807877,5.171588632,Healthy
3.045833905,2.948232106,2.960750377,16.07142815,7.404968933,4.790319034,8.343206829,5.898182935,Healthy
3.000344777,3.035776285,2.957620875,16.78814069,7.488691904,4.678447515,7.978150134,5.528039962,Healthy
3.06339691,2.939932121,2.928932487,16.04821811,7.281802595,4.635473242,8.267075821,5.289564882,Healthy
3.07109575,2.956061325,3.006980553,14.91447402,7.506674245,4.60769325,8.388019442,5.638729636,Healthy
3.041223239,2.984277195,2.930591644,14.99121711,7.094534584,4.460076986,8.095483473,5.05302379,Healthy
3.022560563,2.992336551,3.028913774,15.14811025,7.271838838,4.559916364,7.955519905,5.468174956,Healthy
3.072478407,3.011099274,3.007126657,15.61478246,7.344441101,4.427170983,8.375266287,5.745900795,Healthy
3.097374026,2.969067677,3.020912552,15.50421122,7.308581988,4.65623895,7.993170943,5.321183312,Healthy
3.093186815,2.969098853,2.966790251,14.6783443,7.208663481,4.58925754,7.732976879,5.416497097,Healthy
3.055856724,3.018127856,2.997308174,15.6670828,7.311669681,4.530174852,7.785513101,5.739483909,Healthy
3.078730841,3.016930652,2.948133975,15.52166047,7.242767572,4.353875378,7.945558751,5.269230826,Healthy
3.085262912,3.091914288,2.978415296,16.03477197,7.416800621,4.4650525,7.96084778,5.914030944,Healthy
3.141387746,3.065528165,2.991439799,15.30333587,6.83806786,4.311475526,7.849393048,5.683715784,Healthy
3.095714857,2.970241631,3.011243031,15.26929716,6.97209998,4.40623512,8.084110842,5.339829953,Healthy
3.066097448,3.141156991,3.034304075,15.22506621,7.405770055,4.440291283,7.978448372,5.989589614,Healthy
3.068223152,3.063209576,3.02972811,15.05244579,7.219714065,4.383523426,7.388968755,5.886650437,Healthy
3.081028819,3.019697895,2.997188054,15.05742204,7.163244911,4.523174225,7.562886994,5.057338286,Healthy
3.12924224,3.003016279,3.056485005,15.38036416,7.241612639,4.48442161,7.884064925,5.943983337,Healthy
3.132293556,3.082698623,3.001498536,15.4593699,7.278841198,4.439465226,7.601784822,5.659581667,Healthy
3.129381012,3.019015264,3.038982127,15.85465512,7.357235856,4.467585492,7.528877961,5.011755548,Healthy
3.072010629,3.01302459,3.01396075,15.01150612,7.134433474,4.467147139,7.627562053,6.090737406,Healthy
3.027928801,3.03289084,2.96984643,14.91229276,7.048735088,4.267610348,7.237636604,5.551347515,Healthy
3.029670205,3.06231145,2.963766206,14.79775768,6.946091655,4.339362326,7.42488341,5.120631162,Healthy
3.137340651,3.075648381,3.080108365,15.20211919,7.029009674,4.31756669,7.458015445,6.239395968,Healthy
3.102174224,3.009763694,3.050215743,15.40233255,7.15301074,4.379706353,7.582725096,5.874886282,Healthy
3.140384042,3.103532366,3.101697474,15.13492437,6.923706149,4.446534343,7.415581074,5.200589621,Healthy
3.112594314,3.044277326,3.052322797,15.3647019,7.121239908,4.464933031,7.689223637,6.258809661,Healthy
3.128540913,3.036969176,3.04206561,14.73864181,6.779993602,4.323322945,7.614783798,5.688594959,Healthy
3.101557057,3.031075239,3.041371418,14.7362583,6.864552183,4.524433315,7.486827354,5.498379795,Healthy
3.086783044,3.058967689,3.108178283,14.82306819,6.989507863,4.522037642,7.84714202,6.778722801,Healthy
3.12473124,3.075848191,3.051858771,14.60268599,7.125634671,4.401162194,7.547357095,5.409242286,Healthy
3.0752497,3.037014035,3.02647837,14.27906615,7.141668332,4.380746568,7.475062682,5.535692988,Healthy
3.098424199,3.063824492,3.049673243,14.68329347,7.091861533,4.467712254,7.926199168,6.266594692,Healthy
3.100655007,3.113886946,3.075268094,14.3511658,6.811069349,4.407233448,7.921096395,5.183540334,Healthy
3.050682724,3.08180995,3.001440345,14.44204062,6.754563951,4.308653658,7.603370802,5.546238437,Healthy
3.116353818,3.086954173,3.120785861,14.3629347,6.777069544,4.437229559,7.679548181,5.992936291,Healthy
3.059872504,3.063149758,3.151431225,14.59598362,7.036175091,4.40622588,7.368014347,5.182346791,Healthy
3.115579094,3.088062656,3.102636025,14.68465178,6.8421151,4.424710778,7.378869752,5.931414432,Healthy
3.11090533,3.073892445,3.132039116,14.24444277,6.830193219,4.42344368,7.290973482,6.126400038,Healthy
3.086786871,3.053077302,3.068364564,14.34801093,6.439408357,4.318350496,6.942794783,4.945745894,Healthy
3.045057871,3.063491833,3.088477541,13.85317137,6.715384549,4.464432891,7.410186124,5.83020487,Healthy
3.09988757,3.131474968,3.057246788,13.40005625,6.565294301,4.309219209,7.107367205,5.571869664,Healthy
3.077233748,3.064207521,3.017401284,13.72251363,6.467450775,4.45961343,7.139466015,4.86864824,Healthy
3.095506832,3.088213549,3.050926334,13.6410878,6.562676607,4.426429054,7.268253116,5.887253151,Healthy
3.040214856,3.054016316,3.117564912,13.79994675,6.814378211,4.297322225,7.224844284,5.717794242,Healthy
3.023187651,3.018591317,3.061374821,13.7763687,6.871212269,4.367378793,7.511890714,5.014289874,Healthy
3.122787977,3.135280112,3.146515125,13.94931187,6.834432944,4.424082061,7.768939294,5.59175588,Healthy
3.156528701,3.12357508,3.16936391,13.8537721,6.450209747,4.268897958,7.1165835,5.868132355,Healthy
3.053744353,3.092647479,3.079915064,13.80709831,6.338759506,4.285527622,6.935463652,5.097401379,Healthy
3.115641227,3.115530285,3.049706371,13.57093621,6.694103679,4.363705022,7.285766006,6.090706854,Healthy
3.097371859,3.089935715,3.07055982,13.78011356,6.528513119,4.38940951,7.350798222,5.702401608,Healthy
3.152655308,3.166073941,3.05367774,14.11215763,6.672273261,4.442477731,7.32198653,5.005813004,Healthy
3.158840231,3.157664803,3.08346554,13.8666495,6.790032435,4.40777001,7.239659676,6.113082936,Healthy
3.11631153,3.106307522,3.026479887,13.82369017,6.57545693,4.330449569,7.199583209,5.50993837,Healthy
3.142096524,3.071219748,3.046636227,13.44771975,6.696982227,4.437480705,7.125516536,5.325454243,Healthy
3.121351842,3.109334795,3.068761533,13.45349098,6.733306885,4.538115681,7.439902518,5.951427026,Healthy
3.146816024,3.17171372,3.127912044,13.70600858,6.516060946,4.446679263,7.195821844,5.975146267,Healthy
3.145059636,3.1969186,3.05685279,13.59804871,6.602815759,4.383819509,7.40801645,5.357699776,Healthy
