3.377623059,3.979363917,Healthy
3.337304118,3.966111659,Healthy
3.535848171,4.11889182,Healthy
3.374569915,4.092984399,Healthy
3.362336234,3.966164551,Healthy
4.445400221,4.121686993,Healthy
3.435115464,4.327128035,Healthy
3.333477646,4.032984839,Healthy
4.160787767,4.258928812,Healthy
3.364618859,4.004444591,Healthy
3.41919577,3.888496896,Healthy
3.47785845,4.141436308,Healthy
3.36518548,3.996452256,Healthy
5.031599599,4.052903698,Healthy
3.476507635,4.057931794,Healthy
3.246251053,3.986218137,Healthy
3.748497002,3.984176356,Healthy
3.436176089,3.98837643,Healthy
3.429713953,4.071435151,Healthy
3.406748252,4.051605855,Healthy
3.607188775,3.981267327,Healthy
3.860727389,4.075912718,Healthy
3.265608148,4.099671855,Healthy
3.349215372,3.890938,Healthy
3.363526978,3.998054104,Healthy
3.284228732,3.967944867,Healthy
3.442274279,4.264591796,Healthy
3.500677984,3.960529908,Healthy
3.436647722,4.136211267,Healthy
4.048309968,3.965581683,Healthy
3.663149459,4.10268756,Healthy
3.517434093,3.985868042,Healthy
3.302039191,3.902847898,Healthy
3.398822214,3.855754268,Healthy
3.312679816,3.947679509,Healthy
3.393132466,3.987334083,Healthy
3.40313657,3.881736772,Healthy
3.50612422,4.00798736,Healthy
3.625923452,3.907714856,Healthy
3.789468507,4.015477385,Healthy
3.378203825,3.913159509,Healthy
3.594329628,4.093620451,Healthy
3.355488328,4.199352197,Healthy
3.534517171,3.930274594,Healthy
3.579902834,3.926902921,Healthy
3.379002707,3.926721314,Healthy
3.300407743,3.991876145,Healthy
3.343356493,3.941122545,Healthy
3.279025436,4.023770786,Healthy
3.300744604,3.957132752,Healthy
3.402005465,3.875574663,Healthy
3.377850282,3.920383587,Healthy
3.513119888,3.957850436,Healthy
3.464535545,3.951288729,Healthy
3.47311065,4.010205003,Healthy
3.474233551,4.20752898,Healthy
3.365394976,3.896907394,Healthy
3.422806913,3.999060293,Healthy
3.458431151,4.057020332,Healthy
3.428426097,3.889040419,Healthy
3.241733129,3.926973019,Healthy
3.545662266,4.043761506,Healthy
3.399082034,3.987568946,Healthy
3.221244228,4.08729592,Healthy
3.612244372,4.014603448,Healthy
3.338134419,4.242827146,Healthy
3.498342494,4.134579892,Healthy
3.593363799,4.006298694,Healthy
3.496826368,3.938432432,Healthy
3.374562378,3.927081848,Healthy
3.414992154,3.752394719,Healthy
3.303544717,3.941348167,Healthy
3.758014992,4.472475276,Healthy
3.613323792,3.764360256,Healthy
3.424826513,4.003459063,Healthy
3.427927454,4.032054114,Healthy
3.472959746,3.946346189,Healthy
3.420931215,4.090854284,Healthy
3.362769628,3.925066925,Healthy
3.334775107,3.830637163,Healthy
3.460500744,4.233572162,Healthy
3.421773848,3.918613856,Healthy
3.55691251,3.89587874,Healthy
3.444326495,4.074179468,Healthy
3.62131321,4.00067852,Healthy
3.260358307,3.74643912,Healthy
3.351003625,3.876199834,Healthy
3.431761519,4.071640204,Healthy
3.734723727,4.155278893,Healthy
3.492761109,3.857550643,Healthy
4.417091518,4.004003121,Healthy
3.292267264,4.04007079,Healthy
3.26203111,3.85490519,Healthy
3.4607542,4.00239394,Healthy
3.415869503,4.028998401,Healthy
3.721240024,4.08440826,Healthy
3.537321345,3.903106929,Healthy
3.422846876,3.901112482,Healthy
3.264255381,4.114219812,Healthy
3.387124956,4.12059586,Healthy
3.080841015,3.748418041,P1
2.914116453,3.604161391,P1
3.005236062,3.655052714,P1
2.949875491,3.687552974,P1
3.05432924,3.678282696,P1
3.060238614,3.571434346,P1
3.019298622,3.736655093,P1
3.269244654,3.698466985,P1
3.252199178,3.696023295,P1
3.065544383,3.622962707,P1
3.114962443,3.637700601,P1
3.385908901,3.710232869,P1
3.005960587,3.636116756,P1
3.198325959,3.770867624,P1
3.053393852,3.630149143,P1
3.047184369,3.607710187,P1
3.127491507,3.815887269,P1
3.113965524,3.822626158,P1
4.302306291,3.722653874,P1
3.280287456,3.675271737,P1
3.836690332,3.892855802,P1
3.085846629,3.648868932,P1
3.171311503,3.684108697,P1
3.05563636,3.680899587,P1
3.062663465,3.67657099,P1
3.066209191,3.726169956,P1
3.070429366,3.575628206,P1
3.069964935,3.717549586,P1
3.026035342,3.548614527,P1
3.141107303,3.671087399,P1
2.947991797,3.657717731,P1
3.262931523,3.723529421,P1
3.446850558,3.598666895,P1
3.977121396,4.034905284,P1
3.104284004,3.808002489,P1
3.147891892,3.640831375,P1
3.172467482,3.611976992,P1
3.050191513,3.876785516,P1
3.160738116,3.979372254,P1
3.141059973,3.603273703,P1
3.14262043,3.63561043,P1
3.192267149,3.981082138,P1
3.01287645,3.762377459,P1
3.177056793,3.624802212,P1
3.146010236,3.737406198,P1
3.019196462,3.824955705,P1
3.181125808,3.869850685,P1
3.916190007,3.757559105,P1
3.431598473,3.569491598,P1
3.213057504,3.910324723,P1
3.15615363,3.978535522,P1
3.222087782,3.723486992,P1
3.280822497,3.908805145,P1
3.115071208,3.69687962,P1
3.305933815,3.802543171,P1
3.452315028,3.970406301,P1
3.443295124,3.753084316,P1
3.250070809,3.592156548,P1
3.203187056,3.806944653,P1
3.235189264,3.95231677,P1
3.354762312,3.660949651,P1
3.427594398,3.503850482,P1
3.191807544,3.602883915,P1
3.241823172,3.720829967,P1
3.271093265,3.69448162,P1
3.087591067,3.789559167,P1
3.28121295,4.008896821,P1
3.214499165,3.689825173,P1
3.302197783,3.801150145,P1
3.267235209,3.782373814,P1
3.498313496,3.791018309,P1
3.253758556,3.659543843,P1
3.190503726,3.744122826,P1
3.213345908,3.806632578,P1
3.275544856,3.90904803,P1
3.340226461,3.79523181,P1
3.130412709,3.755492096,P1
3.311282073,3.794416337,P1
3.171368792,3.828237892,P1
3.274954433,3.84476062,P1
3.325744324,3.855723106,P1
3.187507055,3.809958735,P1
3.264336501,3.897137298,P1
3.068957941,3.880957487,P1
3.219372774,3.862431835,P1
3.149629117,3.942705741,P1
3.246571173,3.83284106,P1
3.245425982,3.86621669,P1
3.169273462,4.060528943,P1
3.134066023,3.917914433,P1
3.141528767,3.803896044,P1
3.089749694,3.69804868,P1
3.25770143,3.744245376,P1
3.227219926,4.126072318,P1
3.114648363,3.97188194,P1
3.208224002,3.790047684,P1
3.121446667,3.776564533,P1
3.109706246,3.84607135,P1
3.158713623,3.806572772,P1
3.148589714,3.947307644,P1
3.984950566,3.991300502,P2
4.02579929,3.902315717,P2
3.993563463,3.929613106,P2
4.037920267,3.965025125,P2
4.123981029,3.619759584,P2
4.003505045,3.85617463,P2
4.06011953,3.953802994,P2
3.98902541,3.693057847,P2
3.942390642,3.819967065,P2
3.996212818,3.850419247,P2
3.969255097,3.753005404,P2
4.047018875,3.879483027,P2
3.997507355,3.847134625,P2
3.967902335,3.77054703,P2
4.00829183,3.822252513,P2
4.531857887,3.767842299,P2
