7.81E-05,0.059373,0.30374,-0.012479,0.040887,-0.014074,2.8194,-2.161,8.7296,P1
0.000156,0.36566,0.27645,-0.081908,0.02139,0.035486,1.952,-12.924,8.4807,P1
0.000234,0.16894,0.32039,-0.10405,-0.012587,0.12661,0.71281,3.7327,-7.0089,P1
0.000312,0.30464,0.18089,-0.18043,-0.13263,0.18029,-2.5101,4.8492,-7.0454,P1
0.000391,0.4832,0.12394,-0.14823,-0.11037,0.20275,8.0634,-3.9978,0.99274,P1
0.000469,0.39477,-0.054008,-0.124,-0.090606,0.20331,0.47555,-5.0989,11.811,P1
0.000547,0.78458,-0.2595,-0.047812,-0.017461,0.21329,1.3878,-4.9393,-1.8769,P1
0.000625,0.69761,-0.37276,0.058355,0.062192,0.18082,0.098678,9.9956,-8.3926,P1
0.000703,0.76594,-0.43048,0.088808,0.08611,0.048006,3.0961,-1.4949,1.4661,P1
0.000781,0.39474,-0.31542,0.20691,0.15714,-0.064161,8.9087,-5.1249,7.4119,P1
0.000859,0.13934,-0.27353,0.21079,0.11642,-0.08723,-1.4623,-0.73233,4.5342,P1
0.000937,-0.11591,-0.13227,0.24033,0.069393,-0.052381,4.3496,4.8275,-12.207,P1
0.001016,-0.22529,0.10152,0.19739,0.00237,-0.081821,3.1673,12.108,-6.4957,P1
0.001094,-0.50006,0.22621,0.1093,-0.024161,-0.11843,5.2964,-3.6737,5.0602,P1
0.001172,-0.80403,0.37942,0.12399,0.049854,-0.06014,2.8144,4.0037,6.0933,P1
0.00125,-0.52214,0.3413,0.017445,0.006618,0.007453,-3.2938,9.5591,-1.0645,P1
0.001328,-0.53031,0.37037,0.011058,0.036335,0.032022,4.7869,8.65,-5.8375,P1
0.001406,-0.28234,0.29272,-0.082004,-0.009711,-0.041948,-0.12064,0.056606,11.304,P1
0.001484,-0.20233,0.1552,-0.10656,0.003623,-0.044946,-0.024852,-12.838,13.67,P1
0.001562,-0.04077,0.03882,-0.1025,-0.032657,0.029532,-8.0831,3.9091,5.6454,P1
0.001641,0.17815,-0.19133,-0.15843,-0.1063,0.11152,-8.6939,3.9972,-0.098757,P1
0.001719,0.16412,-0.23447,-0.074819,-0.099316,0.15244,-1.3973,0.66928,5.2327,P1
0.001797,0.17954,-0.34196,-0.063005,-0.1223,0.13427,-7.0006,-6.3937,16.103,P1
0.001875,0.18433,-0.3475,0.029451,-0.064438,0.17926,-4.9269,-1.794,2.6792,P1
0.001953,-0.000933,-0.34064,0.050329,-0.066801,0.19706,-8.8281,15.212,-5.7829,P1
0.002031,-0.053257,-0.30708,0.022704,-0.082528,0.1776,-0.29641,0.82288,-2.368,P1
0.002109,-0.27401,-0.082329,0.078411,-0.030611,0.14449,2.8852,-1.5601,8.0154,P1
0.002187,-0.43764,-0.008811,0.049711,-0.059266,0.099505,-4.0962,-3.1384,6.9667,P1
0.002266,-0.54753,0.11062,0.10773,-0.025002,0.040516,0.006453,6.8056,-9.6832,P1
0.002344,-0.55869,0.15434,0.084359,-0.057005,-0.060722,1.1111,8.9717,-5.0349,P1
0.002422,-0.38059,0.20411,0.10472,4.33E-05,-0.14647,9.2539,-9.4831,3.5513,P1
0.0025,-0.45727,0.23671,0.16452,0.077919,-0.17619,4.7757,-2.0085,5.4156,P1
0.002578,-0.47114,0.070417,0.13955,0.073122,-0.15901,0.564,3.9134,-5.3893,P1
0.002656,-0.42324,0.01663,0.2098,0.11511,-0.14152,4.1069,15.688,-10.649,P1
0.002734,-0.4623,-0.093178,0.20055,0.096623,-0.16902,3.7756,5.7799,5.4844,P1
0.002812,-0.51408,-0.12571,0.26596,0.10465,-0.1567,7.7525,-6.2423,7.6895,P1
0.002891,-0.53208,-0.18623,0.29201,0.044133,-0.071161,-1.1662,6.0166,1.7341,P1
0.002969,-0.5707,-0.28061,0.24821,-0.050734,0.002723,0.53456,4.4287,-8.6225,P1
0.003047,-0.71475,-0.1769,0.26103,-0.090838,0.02545,5.2553,3.7381,-1.5125,P1
0.003125,-0.69247,-0.12319,0.17363,-0.16603,0.05973,3.0427,-13.017,13.849,P1
0.003203,-0.69658,5.27E-05,0.15877,-0.1349,0.15211,2.1087,-9.177,6.163,P1
0.003281,-0.56969,0.049907,0.040274,-0.15726,0.23937,-3.8368,5.4309,-1.6503,P1
0.003359,-0.34034,0.11131,-0.081248,-0.11488,0.26834,5.1837,-0.50249,-5.9237,P1
0.003437,-0.35796,0.24869,-0.13373,-0.021071,0.24585,4.9179,-0.15678,4.1192,P1
0.003516,-0.10895,0.19445,-0.24311,0.028203,0.23746,1.2728,-6.6969,5.2759,P1
0.003594,-0.15074,0.19229,-0.25147,0.090203,0.23883,1.6316,9.158,-9.6628,P1
0.003672,0.024212,0.067902,-0.33683,0.060122,0.18478,2.1175,10.402,-10.008,P1
0.00375,-0.022809,0.005288,-0.32462,0.083151,0.13609,9.5033,-2.9899,-5.156,P1
0.003828,-0.17456,-0.096867,-0.29648,0.070282,0.090853,3.8437,-2.0147,2.2379,P1
0.003906,-0.10993,-0.28045,-0.28125,0.039324,0.097253,2.7539,-2.0605,-10.295,P1
0.003984,-0.25039,-0.30986,-0.18837,0.050523,0.11728,2.8743,10.178,-18.661,P1
0.004062,-0.10428,-0.37677,-0.1926,0.00277,0.086998,4.5589,-2.7008,-3.3301,P1
0.004141,-0.20708,-0.28358,-0.058743,0.056351,0.06145,6.4884,-9.8332,5.681,P1
0.004219,-0.078232,-0.28328,-0.028386,0.010401,0.051188,-2.1071,-2.2044,7.1523,P1
0.004297,0.053504,-0.25321,-0.010126,-0.031261,0.074147,0.72341,1.6579,-3.1143,P1
0.004375,0.11615,-0.13232,0.010722,-0.079437,0.065207,2.3146,5.8758,4.2558,P1
0.004453,0.2374,-0.11717,-0.052902,-0.10051,0.026227,3.0598,-10.619,16.52,P1
0.004531,0.39773,-0.046745,-0.01859,-0.051683,0.006352,-1.4386,-3.6948,10.939,P1
0.004609,0.47824,-0.10754,-0.089214,-0.076663,0.016791,-7.1059,3.9036,3.0757,P1
0.004687,0.53577,-0.13598,-0.12549,-0.035891,0.047461,-0.064282,2.1203,-4.8232,P1
0.004766,0.53446,-0.11316,-0.15597,-0.028821,0.036954,-2.3826,-0.046781,6.557,P1
0.004844,0.55125,-0.18105,-0.21606,-0.013106,0.04844,-5.393,-7.4386,7.476,P1
0.004922,0.53319,-0.15176,-0.1763,-0.019335,0.076234,-8.9828,13.341,-5.2772,P1
0.005,0.49486,-0.22662,-0.24992,-0.10269,0.096458,-6.4007,13.769,-6.6882,P1
0.005078,0.52035,-0.12625,-0.19018,-0.059248,0.096697,-0.212,3.4952,0.32416,P1
0.005156,0.44001,-0.084685,-0.17974,-0.051343,0.083357,-5.5988,-0.61815,13.485,P1
0.005234,0.34608,-0.072156,-0.13677,-0.015988,0.11869,-6.7147,0.54388,4.5245,P1
0.005312,0.18014,-0.031891,-0.051978,-0.04685,0.14864,-5.668,11.372,-4.7417,P1
0.005391,0.16005,-0.063542,-0.062147,-0.071174,0.1227,-0.38998,-4.0334,2.0708,P1
0.005469,-0.011466,0.032172,0.039188,-0.022324,0.089384,0.17998,-8.6407,8.5169,P1
0.005547,-0.23746,-0.025937,0.032255,-0.071622,0.076362,-3.2463,-6.4694,7.5069,P1
0.005625,-0.32905,-0.034557,0.060864,-0.057643,0.09841,0.60034,1.7672,-9.3415,P1
0.005703,-0.48751,-0.029096,0.050293,-0.090194,0.074361,2.8256,6.6162,-9.7399,P1
0.005781,-0.55902,-0.027982,-0.001422,-0.072558,-0.00309,6.5432,-8.7015,-0.16009,P1
0.005859,-0.83848,0.025908,0.056254,-0.033421,-0.039549,2.4744,0.41061,1.4619,P1
0.005937,-0.60447,-0.069106,-0.017659,-0.078393,-0.045381,-0.37562,5.5576,-2.8879,P1
0.006016,-0.77616,-0.067316,0.024763,-0.060793,-0.026423,4.0273,8.0625,-9.2606,P1
0.006094,-0.67865,-0.086463,-0.018674,-0.11748,-0.067055,4.3509,-1.3685,3.8462,P1
0.006172,-0.56608,-0.11926,0.013508,-0.063442,-0.073144,2.6592,-11.47,9.9318,P1
0.00625,-0.49997,-0.13002,0.059099,-0.055185,-0.044518,-3.9543,5.4339,5.7419,P1
0.006328,-0.33977,-0.24588,-0.010996,-0.073883,0.008934,-3.2212,4.0432,0.20483,P1
0.006406,-0.23916,-0.16745,0.041001,-0.00424,0.015861,0.99242,2.1075,0.82061,P1
0.006484,-0.31508,-0.18696,-0.023578,0.009929,-0.007765,0.71719,-3.3346,12.052,P1
0.006562,-0.24944,-0.15116,0.006334,0.087769,0.043373,-0.026146,3.1876,5.3498,P1
0.006641,-0.26153,-0.14823,-0.029341,0.061375,0.091434,0.42218,15.151,-3.601,P1
0.006719,-0.28946,-0.15778,-0.087887,0.052951,0.1123,7.6758,2.1606,-5.5165,P1
0.006797,-0.33903,-0.032396,-0.048238,0.084398,0.063946,9.971,-2.0248,0.050043,P1
0.006875,-0.30769,-0.086298,-0.12477,0.045642,0.059418,6.5554,-5.7881,2.3267,P1
0.006953,-0.36492,-0.070932,-0.074314,0.055445,0.12957,4.4309,5.3012,-11.119,P1
0.007031,-0.36016,-0.093847,-0.12629,-0.012247,0.14672,5.4722,5.1227,-10.491,P1
0.007109,-0.33218,-0.054392,-0.12312,0.023532,0.10874,8.4473,-8.429,-3.2323,P1
0.007187,-0.41905,0.018962,-0.071919,0.053368,0.063781,5.3807,-2.1981,2.6885,P1
0.007266,-0.44692,-0.072655,-0.12554,0.046233,0.1146,0.71879,1.2214,-1.6899,P1
0.007344,-0.5035,-0.009414,-0.035866,0.063266,0.15485,-1.3253,11.472,-8.7386,P1
0.007422,-0.48262,-0.044864,-0.080521,0.029564,0.10392,1.9176,2.261,3.4347,P1
0.0075,-0.63381,-0.022412,0.01391,0.094845,0.061358,0.56458,-4.7463,9.8906,P1
0.007578,-0.47637,-0.050526,0.044386,0.098198,0.064925,-5.7225,4.7339,8.9015,P1
0.007656,-0.47697,-0.15774,0.039674,0.10329,0.10089,-6.0056,4.332,1.5587,P1
