6.098582375,4.340912499,3.029064432,Healthy
6.401814382,4.373642286,3.063747342,Healthy
6.301465402,4.457626136,3.005270632,Healthy
5.985073157,4.25587791,3.032434068,Healthy
6.407856649,4.499907203,3.037934798,Healthy
6.129976889,4.396395373,3.019046694,Healthy
6.421486566,4.374896567,3.118429881,Healthy
6.102329085,4.354815383,2.95086161,Healthy
6.246901021,4.23333313,2.952508462,Healthy
6.269069044,4.305315377,3.017288197,Healthy
6.175769016,4.295765381,3.03277621,Healthy
6.034639078,4.250745843,3.061260673,Healthy
6.179300383,4.459591944,3.123164975,Healthy
6.23649177,4.406550581,2.982474299,Healthy
6.278908621,4.507160287,2.953746545,Healthy
6.077126119,4.283737006,3.014629263,Healthy
6.293375343,4.462584612,2.927951293,Healthy
6.004377593,4.129587569,3.066775774,Healthy
6.308023311,4.110566544,3.061238296,Healthy
6.053395664,4.252369143,2.981334616,Healthy
5.939967566,4.243973175,3.120806993,Healthy
5.96003006,4.494179956,3.081885371,Healthy
6.125736281,4.250963057,2.992302815,Healthy
5.757806291,4.310290524,2.922146765,Healthy
6.022074826,4.212757916,3.029470614,Healthy
6.061743417,4.107132991,2.926202085,Healthy
6.293756019,4.303312319,2.959565328,Healthy
6.055680666,4.238197151,3.01153319,Healthy
6.872214948,4.211974527,2.960004147,Healthy
6.103839906,4.717469373,3.025805206,Healthy
5.850361288,4.172954576,3.017048958,Healthy
5.998354395,4.107249874,3.130482793,Healthy
5.791557644,4.342801703,3.074670022,Healthy
6.124247301,4.220555551,2.95659693,Healthy
5.852136508,4.228600826,2.892496365,Healthy
6.150475767,4.383846536,2.891820675,Healthy
6.257508398,4.040836964,3.100299368,Healthy
5.95556372,4.123122569,3.016544031,Healthy
6.126197131,4.141920069,3.328178204,Healthy
6.013510878,4.261757468,2.990832849,Healthy
5.927568969,4.203368287,3.004713128,Healthy
6.028179913,4.492521258,3.27806883,Healthy
6.147548775,4.174958368,3.065211709,Healthy
5.884112193,4.168343791,3.119605035,Healthy
6.353728617,4.276543122,3.164680106,Healthy
5.760856054,4.429116603,3.129744734,Healthy
6.023383993,4.458964166,3.003734297,Healthy
6.465216426,3.953609186,2.884658125,Healthy
5.894586452,4.294480567,2.946481435,Healthy
5.700790942,3.988961085,3.114902317,Healthy
6.156545049,4.014211964,3.052397444,Healthy
6.102067591,4.237446694,3.101672738,Healthy
6.116595292,4.344747654,3.299019479,Healthy
6.296683521,4.131216264,3.172040371,Healthy
5.892187031,4.152401878,3.053439521,Healthy
6.217655154,3.907797638,3.061089908,Healthy
5.503120523,4.277929634,2.983476855,Healthy
6.111667003,4.270139141,3.219811832,Healthy
6.364180976,4.272234323,3.045788111,Healthy
5.859805695,4.449522737,3.051286305,Healthy
5.692746163,4.014093266,2.984575039,Healthy
6.040789198,4.374659692,2.913430071,Healthy
6.114372108,4.175902644,3.01768161,Healthy
6.24088102,4.140961745,3.090797734,Healthy
6.074359443,4.167909373,3.083158221,Healthy
5.767184978,4.001967458,3.098896614,Healthy
6.281391715,4.108823138,3.109389514,Healthy
6.250095497,4.235086527,3.197086598,Healthy
5.998963476,4.179943327,3.150932926,Healthy
5.873361495,4.048018557,3.168461984,Healthy
5.951488375,4.30681498,3.042973874,Healthy
6.061758368,4.115505968,3.018263781,Healthy
6.009000079,4.039430418,3.029516008,Healthy
6.269308735,4.76919522,3.187929661,Healthy
6.327057785,3.982425704,3.142723032,Healthy
6.044661567,4.267664628,3.307033825,Healthy
5.71770497,3.922046042,3.123568151,Healthy
5.906446245,4.061904579,3.125891717,Healthy
6.340055677,4.365056226,3.012968966,Healthy
6.12925807,4.424891447,3.015332747,Healthy
6.239293568,4.117959113,3.031994473,Healthy
6.234332028,4.296168114,3.13158143,Healthy
5.769881747,4.213617417,3.213886357,Healthy
5.777692082,4.107221852,3.220438488,Healthy
5.853064849,4.07821216,3.230456956,Healthy
6.263278839,4.562246368,3.126331659,Healthy
5.858521325,4.464686009,3.047640599,Healthy
5.937526031,4.357116647,3.150868311,Healthy
5.956679023,4.182700574,3.107152729,Healthy
5.70853231,4.149827491,3.104894059,Healthy
6.494777106,4.280616154,3.099000678,Healthy
5.659420727,4.218076414,3.023993634,Healthy
6.520128534,4.250687785,3.045262698,Healthy
6.029391384,4.30969413,3.135584543,Healthy
6.017501012,4.154440753,3.191053492,Healthy
6.02350469,4.161284033,3.360523544,Healthy
6.038460261,4.306395997,3.197555355,Healthy
6.06702065,4.33782489,3.133345737,Healthy
5.992364036,4.324991998,3.112293646,Healthy
6.0389142,4.125367782,3.075559657,Healthy
4.730500168,4.032714425,2.891852005,P1
4.785839815,3.998102135,2.956822453,P1
4.654968608,4.007097062,2.945584554,P1
4.214959892,3.906327305,2.937177755,P1
4.564916379,3.980443392,2.932941583,P1
4.775249433,3.927674469,2.916942734,P1
4.251019478,3.873088811,2.846668669,P1
4.449376857,4.065624163,2.866427329,P1
4.732483329,3.949354993,2.94997289,P1
4.623918099,3.791600166,2.821695902,P1
4.758696787,4.2174145,2.854404388,P1
4.697303879,4.009437899,2.923030616,P1
4.415431562,4.022020501,2.809333518,P1
4.926305484,5.236271721,2.953672702,P1
4.572992153,4.062824005,2.779634111,P1
4.760013706,4.191987335,2.803352563,P1
4.836385382,4.252968227,2.913177447,P1
4.789603385,4.380964293,2.947402961,P1
5.171943379,4.13242912,2.772899876,P1
5.78241862,4.001534476,2.858292736,P1
7.246798038,4.550591468,2.871696731,P1
4.524861738,4.436594471,2.694090157,P1
4.619001688,4.243771638,2.809818045,P1
4.718994666,4.253906392,2.894097875,P1
4.672981127,4.129071914,2.746291569,P1
4.518662551,4.329879535,2.819157298,P1
4.480038326,4.070527958,2.795412006,P1
4.532119944,4.262319497,2.855107428,P1
4.719355931,4.26588065,2.68740731,P1
4.996287246,4.270257757,2.836730688,P1
5.102813773,4.145954702,2.917240023,P1
4.874875714,4.402292115,2.877730247,P1
4.352359097,3.989266259,2.767630551,P1
4.406123149,4.39144155,2.885228332,P1
4.750201905,4.1305403,2.943603772,P1
4.672374197,4.331968682,2.856090869,P1
4.519969142,4.29771742,2.745352333,P1
4.843895192,3.957119049,2.885940035,P1
4.986380146,4.188604862,2.929900025,P1
4.608488026,4.083804308,2.965423316,P1
4.701605389,4.090704288,2.809394986,P1
4.709196568,4.184397271,2.927841263,P1
5.044178553,4.200940655,2.876423697,P1
5.138221601,4.131250118,2.99781177,P1
4.736536945,4.14523335,2.838710708,P1
4.945301799,4.192681647,3.028682569,P1
4.811750718,3.995921613,2.967799183,P1
4.515925079,4.029718251,2.943003556,P1
4.624336661,3.989170253,2.818169197,P1
5.377325771,4.116307951,2.762084629,P1
4.674205979,4.034468362,2.840412049,P1
5.092103506,4.050584394,2.82504756,P1
4.743496161,3.94898046,2.750635844,P1
4.605144603,3.93771067,2.727293503,P1
4.637733754,3.993230471,2.834672075,P1
4.796861245,4.074987437,2.858892438,P1
4.816487658,3.906886499,2.893322153,P1
4.667967166,4.050746986,2.781242488,P1
4.522398511,4.129727006,2.784935178,P1
4.888766049,4.238146014,2.797101715,P1
4.783573433,4.064423881,2.81557638,P1
4.772041133,4.12327884,2.76253951,P1
4.529636839,3.822059957,2.740047958,P1
5.106894397,4.083768339,2.777295649,P1
5.150148644,4.322358986,2.996503347,P1
4.619277101,4.21845875,2.779364796,P1
4.512165088,4.255604512,2.958993746,P1
4.917310149,4.184192377,2.870188528,P1
4.964928836,4.345451324,2.869988001,P1
4.737821711,4.357903689,3.004679938,P1
4.652474882,4.383764257,2.832777262,P1
4.537927077,4.179291535,2.975465891,P1
4.674312259,4.339528978,2.859144794,P1
4.749599096,4.492325044,3.115379703,P1
4.835209656,4.367578753,3.019896626,P1
4.608124204,4.24246745,2.908143962,P1
4.511932397,4.308244807,2.98046782,P1
4.636016055,4.109793277,2.921089415,P1
4.650584969,4.34318606,3.142041026,P1
4.720665759,4.383878839,3.051249601,P1
5.099806497,4.219924371,3.118809172,P1
4.491040993,4.143972103,2.832304128,P1
4.419543678,4.156866218,3.000591432,P1
