6.098582375,3.377623059,3.979363917,3.029064432,Healthy
6.401814382,3.337304118,3.966111659,3.063747342,Healthy
6.301465402,3.535848171,4.11889182,3.005270632,Healthy
5.985073157,3.374569915,4.092984399,3.032434068,Healthy
6.407856649,3.362336234,3.966164551,3.037934798,Healthy
6.129976889,4.445400221,4.121686993,3.019046694,Healthy
6.421486566,3.435115464,4.327128035,3.118429881,Healthy
6.102329085,3.333477646,4.032984839,2.95086161,Healthy
6.246901021,4.160787767,4.258928812,2.952508462,Healthy
6.269069044,3.364618859,4.004444591,3.017288197,Healthy
6.175769016,3.41919577,3.888496896,3.03277621,Healthy
6.034639078,3.47785845,4.141436308,3.061260673,Healthy
6.179300383,3.36518548,3.996452256,3.123164975,Healthy
6.23649177,5.031599599,4.052903698,2.982474299,Healthy
6.278908621,3.476507635,4.057931794,2.953746545,Healthy
6.077126119,3.246251053,3.986218137,3.014629263,Healthy
6.293375343,3.748497002,3.984176356,2.927951293,Healthy
6.004377593,3.436176089,3.98837643,3.066775774,Healthy
6.308023311,3.429713953,4.071435151,3.061238296,Healthy
6.053395664,3.406748252,4.051605855,2.981334616,Healthy
5.939967566,3.607188775,3.981267327,3.120806993,Healthy
5.96003006,3.860727389,4.075912718,3.081885371,Healthy
6.125736281,3.265608148,4.099671855,2.992302815,Healthy
5.757806291,3.349215372,3.890938,2.922146765,Healthy
6.022074826,3.363526978,3.998054104,3.029470614,Healthy
6.061743417,3.284228732,3.967944867,2.926202085,Healthy
6.293756019,3.442274279,4.264591796,2.959565328,Healthy
6.055680666,3.500677984,3.960529908,3.01153319,Healthy
6.872214948,3.436647722,4.136211267,2.960004147,Healthy
6.103839906,4.048309968,3.965581683,3.025805206,Healthy
5.850361288,3.663149459,4.10268756,3.017048958,Healthy
5.998354395,3.517434093,3.985868042,3.130482793,Healthy
5.791557644,3.302039191,3.902847898,3.074670022,Healthy
6.124247301,3.398822214,3.855754268,2.95659693,Healthy
5.852136508,3.312679816,3.947679509,2.892496365,Healthy
6.150475767,3.393132466,3.987334083,2.891820675,Healthy
6.257508398,3.40313657,3.881736772,3.100299368,Healthy
5.95556372,3.50612422,4.00798736,3.016544031,Healthy
6.126197131,3.625923452,3.907714856,3.328178204,Healthy
6.013510878,3.789468507,4.015477385,2.990832849,Healthy
5.927568969,3.378203825,3.913159509,3.004713128,Healthy
6.028179913,3.594329628,4.093620451,3.27806883,Healthy
6.147548775,3.355488328,4.199352197,3.065211709,Healthy
5.884112193,3.534517171,3.930274594,3.119605035,Healthy
6.353728617,3.579902834,3.926902921,3.164680106,Healthy
5.760856054,3.379002707,3.926721314,3.129744734,Healthy
6.023383993,3.300407743,3.991876145,3.003734297,Healthy
6.465216426,3.343356493,3.941122545,2.884658125,Healthy
5.894586452,3.279025436,4.023770786,2.946481435,Healthy
5.700790942,3.300744604,3.957132752,3.114902317,Healthy
6.156545049,3.402005465,3.875574663,3.052397444,Healthy
6.102067591,3.377850282,3.920383587,3.101672738,Healthy
6.116595292,3.513119888,3.957850436,3.299019479,Healthy
6.296683521,3.464535545,3.951288729,3.172040371,Healthy
5.892187031,3.47311065,4.010205003,3.053439521,Healthy
6.217655154,3.474233551,4.20752898,3.061089908,Healthy
5.503120523,3.365394976,3.896907394,2.983476855,Healthy
6.111667003,3.422806913,3.999060293,3.219811832,Healthy
6.364180976,3.458431151,4.057020332,3.045788111,Healthy
5.859805695,3.428426097,3.889040419,3.051286305,Healthy
5.692746163,3.241733129,3.926973019,2.984575039,Healthy
6.040789198,3.545662266,4.043761506,2.913430071,Healthy
6.114372108,3.399082034,3.987568946,3.01768161,Healthy
6.24088102,3.221244228,4.08729592,3.090797734,Healthy
6.074359443,3.612244372,4.014603448,3.083158221,Healthy
5.767184978,3.338134419,4.242827146,3.098896614,Healthy
6.281391715,3.498342494,4.134579892,3.109389514,Healthy
6.250095497,3.593363799,4.006298694,3.197086598,Healthy
5.998963476,3.496826368,3.938432432,3.150932926,Healthy
5.873361495,3.374562378,3.927081848,3.168461984,Healthy
5.951488375,3.414992154,3.752394719,3.042973874,Healthy
6.061758368,3.303544717,3.941348167,3.018263781,Healthy
6.009000079,3.758014992,4.472475276,3.029516008,Healthy
6.269308735,3.613323792,3.764360256,3.187929661,Healthy
6.327057785,3.424826513,4.003459063,3.142723032,Healthy
6.044661567,3.427927454,4.032054114,3.307033825,Healthy
5.71770497,3.472959746,3.946346189,3.123568151,Healthy
5.906446245,3.420931215,4.090854284,3.125891717,Healthy
6.340055677,3.362769628,3.925066925,3.012968966,Healthy
6.12925807,3.334775107,3.830637163,3.015332747,Healthy
6.239293568,3.460500744,4.233572162,3.031994473,Healthy
6.234332028,3.421773848,3.918613856,3.13158143,Healthy
5.769881747,3.55691251,3.89587874,3.213886357,Healthy
5.777692082,3.444326495,4.074179468,3.220438488,Healthy
5.853064849,3.62131321,4.00067852,3.230456956,Healthy
6.263278839,3.260358307,3.74643912,3.126331659,Healthy
5.858521325,3.351003625,3.876199834,3.047640599,Healthy
5.937526031,3.431761519,4.071640204,3.150868311,Healthy
5.956679023,3.734723727,4.155278893,3.107152729,Healthy
5.70853231,3.492761109,3.857550643,3.104894059,Healthy
6.494777106,4.417091518,4.004003121,3.099000678,Healthy
5.659420727,3.292267264,4.04007079,3.023993634,Healthy
6.520128534,3.26203111,3.85490519,3.045262698,Healthy
6.029391384,3.4607542,4.00239394,3.135584543,Healthy
6.017501012,3.415869503,4.028998401,3.191053492,Healthy
6.02350469,3.721240024,4.08440826,3.360523544,Healthy
6.038460261,3.537321345,3.903106929,3.197555355,Healthy
6.06702065,3.422846876,3.901112482,3.133345737,Healthy
5.992364036,3.264255381,4.114219812,3.112293646,Healthy
6.0389142,3.387124956,4.12059586,3.075559657,Healthy
4.730500168,3.080841015,3.748418041,2.891852005,P1
4.785839815,2.914116453,3.604161391,2.956822453,P1
4.654968608,3.005236062,3.655052714,2.945584554,P1
4.214959892,2.949875491,3.687552974,2.937177755,P1
4.564916379,3.05432924,3.678282696,2.932941583,P1
4.775249433,3.060238614,3.571434346,2.916942734,P1
4.251019478,3.019298622,3.736655093,2.846668669,P1
4.449376857,3.269244654,3.698466985,2.866427329,P1
4.732483329,3.252199178,3.696023295,2.94997289,P1
4.623918099,3.065544383,3.622962707,2.821695902,P1
4.758696787,3.114962443,3.637700601,2.854404388,P1
4.697303879,3.385908901,3.710232869,2.923030616,P1
4.415431562,3.005960587,3.636116756,2.809333518,P1
4.926305484,3.198325959,3.770867624,2.953672702,P1
4.572992153,3.053393852,3.630149143,2.779634111,P1
4.760013706,3.047184369,3.607710187,2.803352563,P1
4.836385382,3.127491507,3.815887269,2.913177447,P1
4.789603385,3.113965524,3.822626158,2.947402961,P1
